-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640,-32640
